studyName,DatetimeGMT,JulianDay,Event,GridLine,GridStation,RoundedGridLine,RoundedGridStation,GridRegion,NorthSouthRegion,InshoreOffshoreRegion,Latitude,Longitude,BottleNumber,Depth,Temperature,Salinity,Density,BeamTransmission,Oxygen,OxygenSaturation,PAR,Fluorescence,Chlorophyll,Phaeopigment,FilterCode,Chlorophyllc3,Chlorophyllide,Chlorophyllc2,Peridinin,Phaeophorbide,x19butanoyloxyfucoxanthin,Fucoxanthin,Neoxanthin,Prasinoxanthin,x19hexanoyloxyfucoxanthin,Violaxanthin,Diadinoxanthin,Antheraxanthin,Alloxanthin,Diatoxanthin,Zeaxanthin,Lutein,Crocoxanthin,Chlorophyllb,Echinenone,DivinylChlorophylla,Chlorophylla,Lycopene,Phaeophytin,AlphaCarotene,BetaCarotene,Prasinophytes,Cryptophytes,MixedFlagellates,Diatoms,Haptophytes,PercentIrradiance,PrimaryProduction,PrimProdSTD,FIREGain,FIREFvOverFm,FIRESigma,FIRERho,BacterialAbundance,ThymidineIncorporation,LeucineIncorporation,HNA,LNA,DOC,POC,N,PO4,SiO4,NO2,NO3,NH4,NO3plusNO2,O2mlperl,O2umolperl,DIC1,DIC2,Alkalinity1,Alkalinity2,DICTemperature,DICSalinity,Notes1,Notes2
LMG18-01,1/11/2018 8:15,11,114,400,40,400,40,NC,N,C,-66.25231,-67.33584,18,20,-0.2049,33.2834,26.7302,78.6184,8.4796,NaN,0.3376,1.5801,2.831767027,0.865262147,5,0.155340909,0.229058832,0.57288993,0.045741892,NaN,0.208327046,1.267051374,0,0,0.273158775,0.059857058,0.417240281,0,1.254646263,0.042670169,0,0.025168318,NaN,0.229180419,NaN,-0.652507304,4.861722396,NaN,6.55884,0.099569626,0.081026182,0.042145252,0.60043627,0.264753997,0.074906029,0.017758347,25,11.268742,1.012318212,1600,0.498,223,0.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.51,56.69,NaN,NaN,NaN,19.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/11/2018 8:15,11,114,400,40,400,40,NC,N,C,-66.25231,-67.33584,16,35,-0.7837,33.6673,27.0652,88.7742,8.2267,NaN,1.00E-12,0.8458,1.773571413,0.592796391,5,0.162632314,0.099147577,0.305798708,0.026624547,NaN,0.109825344,1.656435961,0,0,0.108415487,0.025776683,0.206546733,0,0.030567286,0,0,0,NaN,0.100656528,NaN,-0.067277943,2.537312427,NaN,0,0,0.067089876,0.030092284,0.019251896,0.265306294,0.682439864,0.002909697,1,6.300599258,0.395534585,1600,0.512,251,0.09,NaN,NaN,NaN,NaN,NaN,NaN,241.08,53.69,1.72,57.83,NaN,NaN,NaN,23.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/11/2018 8:15,11,114,400,40,400,40,NC,N,C,-66.25231,-67.33584,14,50,-1.3535,33.8633,27.2441,94.7825,7.1081,NaN,1.00E-12,-0.0026,0.289544576,0.17969168,5,0.042043189,0.017751635,0.058271253,0,NaN,0.022692127,0.333491837,0,0,0.030056088,0,0.031080542,0,0,0,0,0,NaN,0.035118111,NaN,-0.028716533,0.561225428,NaN,0,0,0.011851344,0.050587732,0,0.250186473,0.685355663,0.013870122,0.1,2.481790745,0.229927963,2400,0.503,282,0.08,NaN,NaN,NaN,NaN,NaN,NaN,44.58,8.54,2.03,61.95,NaN,NaN,NaN,28.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/11/2018 8:15,11,114,400,40,400,40,NC,N,C,-66.25231,-67.33584,9,75,-1.146,34.0355,27.3769,95.1835,6.607,NaN,1.00E-12,-0.0979,0.120451021,0.10820256,5,0.029202737,0,0.023846461,0,NaN,0.020287758,0.17377824,0,0,0.018650314,0,0.014593952,0,0,0,0,0,NaN,0.028136543,NaN,-0.012218395,0.284776098,NaN,0,0,0.007289642,0.079930253,0,0.437683731,0.479411155,0.002974831,NaN,NaN,NaN,2400,0.456,302,0.06,NaN,NaN,NaN,NaN,NaN,NaN,25.57,3.91,2.14,65.62,NaN,NaN,NaN,29.58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/11/2018 8:15,11,114,400,40,400,40,NC,N,C,-66.25231,-67.33584,7,100,-0.8261,34.1932,27.4927,95.6741,6.2376,NaN,1.00E-12,-0.149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.8,3.13,2.15,62.34,NaN,NaN,NaN,32.48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/11/2018 8:15,11,114,400,40,400,40,NC,N,C,-66.25231,-67.33584,5,125,-0.1675,34.339,27.5812,95.5759,5.5833,NaN,1.00E-12,-0.1909,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.18,62.81,NaN,NaN,NaN,30.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/11/2018 8:15,11,114,400,40,400,40,NC,N,C,-66.25231,-67.33584,3,150,0.4086,34.4582,27.6463,95.5354,4.9773,NaN,1.00E-12,-0.1941,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.22,69.85,NaN,NaN,NaN,32.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/11/2018 8:15,11,114,400,40,400,40,NC,N,C,-66.25231,-67.33584,1,175,0.6263,34.5093,27.6746,95.394,4.7278,NaN,1.00E-12,-0.1957,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.27,72.87,NaN,NaN,NaN,34.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/11/2018 11:50,11,118,400,60,400,60,NSh,N,Sh,-66.13233,-67.64369,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.493060416,0.135354735,5,0.109594993,0.166749114,0.411762509,0.068973714,NaN,0.169946637,0.746714251,0,0,0.247248129,0,0.388398519,0,0.86962056,0.075884449,0,0,NaN,0.044565084,NaN,-0.210706069,2.845699191,NaN,0,0.03382888,0.044505788,0.010666328,0.645266056,0.310511172,0,0.033556391,NaN,NaN,NaN,1600,0.298,218,0.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.54,55.55,NaN,NaN,NaN,21.13,NaN,NaN,2127.8252,NaN,2274.044548,2276.233908,0.42,33.452,underway sample,NaN
LMG18-01,1/11/2018 12:56,11,119,400,80,400,80,NSh,N,Sh,-66.00893,-67.95544,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.090973887,0.733595524,5,0.117766018,0.130282555,0.386902667,0.047901868,NaN,0.166477298,0.66714084,0,0,0.232308681,0.011958429,0.30256986,0,0.7796696,0.097320487,0,0,NaN,0.056641272,NaN,-0.335437945,2.5166519,NaN,0,0.031242373,0.038127407,0.01494852,0.625921905,0.324602127,0,0.034527421,NaN,NaN,NaN,2000,0.102,205,0.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.52,56.66,NaN,NaN,NaN,25.1,NaN,NaN,2139.2947,NaN,2283.078122,2282.003166,0.619,33.661,underway sample,NaN
LMG18-01,1/11/2018 14:42,11,121,400,100,400,100,NSh,N,Sh,-65.87719,-68.28142,24,0,0.5331,33.7653,27.0808,83.583,8.0576,NaN,371.94,0.2549,0.321129723,0.091137831,5,0.105104165,0.112101311,0.299462988,0.055892009,NaN,0.170085269,0.664981713,0,0,0.193735037,0,0.343527391,0,0.60035142,0.066273882,0,0,NaN,0.059701299,NaN,-0.103086007,2.087106838,NaN,0,0.020161227,0.039127619,0.019166153,0.546323061,0.410037845,0,0.024472846,100,101.5868544,15.3768985,1600,0.287,239,0.01,NaN,NaN,NaN,NaN,NaN,NaN,220.73,49.39,1.61,55.73,NaN,NaN,NaN,22.23,NaN,NaN,2156.7073,NaN,2293.086692,2293.407282,0.539,33.765,NaN,NaN
LMG18-01,1/11/2018 14:42,11,121,400,100,400,100,NSh,N,Sh,-65.87719,-68.28142,22,10,0.4622,33.7635,27.0834,83.3423,8.0704,NaN,176.72,0.6261,0.221087589,0.060251895,5,0.114815183,0.107735925,0.313496426,0.052392583,NaN,0.174831088,0.723274846,0,0,0.196545957,0,0.374243485,0,0.574042499,0.06956309,0,0.031724514,NaN,0.059031266,NaN,-0.088565421,2.075414009,NaN,0,0.025399342,0.03419082,0.019145235,0.524400711,0.433694124,0,0.02275994,50,43.88482477,5.573622328,1600,0.323,241,0.03,NaN,NaN,NaN,NaN,NaN,NaN,233.25,49.88,1.62,54.49,NaN,NaN,NaN,21.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/11/2018 14:42,11,121,400,100,400,100,NSh,N,Sh,-65.87719,-68.28142,20,20,0.422,33.7636,27.0858,83.4832,8.0629,NaN,39.605,1.0988,0.247129156,0.069100501,5,0.10226872,0.102868368,0.279477021,0.045056843,NaN,0.162107423,0.645752306,0,0,0.172779166,0,0.282444094,0,0.478054016,0.051234324,0,0,NaN,0.078544774,NaN,-0.096771463,1.88191074,NaN,0,0.025823271,0.03431873,0.030779593,0.488758028,0.461573154,0,0.018889328,25,38.86796034,8.365238415,1600,0.371,230,0.02,NaN,NaN,NaN,NaN,NaN,NaN,227.95,49.74,1.61,57.1,NaN,NaN,NaN,21.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/11/2018 14:42,11,121,400,100,400,100,NSh,N,Sh,-65.87719,-68.28142,18,30,0.3964,33.7597,27.084,85.1389,8.0602,NaN,11.338,1.0971,0.172003627,0.051296935,5,0.12224285,0.070628473,0.24364775,0.039664033,NaN,0.158978298,0.701826797,0,0,0.169132186,0.012948061,0.222553414,0,0.3211178,0.034702717,0,0,NaN,0.082389066,NaN,0.087047357,1.749530175,NaN,0,0.01965793,0.038436595,0.038641449,0.38622734,0.558989584,0.000950812,0.015190735,1,12.44797376,2.801413564,1600,0.408,249,0.02,NaN,NaN,NaN,NaN,NaN,NaN,171.35,35.62,1.66,56.42,NaN,NaN,NaN,30.73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/11/2018 14:42,11,121,400,100,400,100,NSh,N,Sh,-65.87719,-68.28142,16,50,-0.2873,33.8143,27.1629,91.26,7.7168,NaN,1.4978,0.4191,0.110439113,0.040852004,5,0.08120962,0.032091975,0.129955105,0,NaN,0.076957623,0.488088818,0,0,0.10962289,0.016325283,0.088607843,0,0.11072368,0,0,0,NaN,0.05414968,NaN,-0.083973494,1.108322262,NaN,0,0.012408878,0.021447453,0.041153628,0.212267429,0.429004669,0.285396576,0.032177601,0.1,3.195143059,0.661026944,2000,0.469,265,0.08,NaN,NaN,NaN,NaN,NaN,NaN,87.13,18.11,1.8,58.22,NaN,NaN,NaN,24.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/11/2018 14:42,11,121,400,100,400,100,NSh,N,Sh,-65.87719,-68.28142,14,70,-1.2989,34.0332,27.3803,95.8155,6.7084,NaN,0.24192,-0.1031,0.020885183,0.021056061,5,0.022960318,0,0.019380282,0,NaN,0.017717063,0.108971033,0,0,0.02960645,0,0.012885717,0,0.011244435,0,0,0,NaN,0.026663208,NaN,-0.002636819,0.188952236,NaN,0,0,0,0.109855302,0.087911531,0.517477214,0.227433681,0.057322253,NaN,NaN,NaN,2400,0.457,302,0.04,NaN,NaN,NaN,NaN,NaN,NaN,34.55,6.2,2.09,61.97,NaN,NaN,NaN,29.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/11/2018 14:42,11,121,400,100,400,100,NSh,N,Sh,-65.87719,-68.28142,11,100,-0.0317,34.3512,27.5841,96.3671,4.8314,NaN,1.00E-12,-0.1753,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.65,3.8,2.28,67.66,NaN,NaN,NaN,32.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/11/2018 14:42,11,121,400,100,400,100,NSh,N,Sh,-65.87719,-68.28142,9,150,1.188,34.6005,27.7116,96.6256,4.013,NaN,1.00E-12,-0.2028,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.32,70.88,NaN,NaN,NaN,32.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/11/2018 14:42,11,121,400,100,400,100,NSh,N,Sh,-65.87719,-68.28142,7,200,1.5616,34.6734,27.7435,96.6941,3.9544,NaN,1.00E-12,-0.2028,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.25,68.61,NaN,NaN,NaN,34.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/11/2018 14:42,11,121,400,100,400,100,NSh,N,Sh,-65.87719,-68.28142,5,250,1.5505,34.6946,27.7614,96.7524,3.973,NaN,1.00E-12,-0.2018,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.26,72.5,NaN,NaN,NaN,31.76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/11/2018 14:42,11,121,400,100,400,100,NSh,N,Sh,-65.87719,-68.28142,3,300,1.476,34.7041,27.7745,96.7891,3.9795,NaN,1.00E-12,-0.2031,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.25,68.37,NaN,NaN,NaN,31.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/11/2018 14:42,11,121,400,100,400,100,NSh,N,Sh,-65.87719,-68.28142,1,336,1.4883,34.7109,27.779,96.6115,3.9842,NaN,1.00E-12,-0.2034,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.3,77.72,NaN,NaN,NaN,31.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/11/2018 18:38,11,129,400,120,400,120,NSh,N,Sh,-65.75206,-68.5887,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.413083409,0.351445837,5,0.060187205,0.085449799,0.259986644,0.158526477,NaN,0.134590458,0.396719775,0,0,0.070640959,0,0.287363431,0,0.375337233,0.089799981,0,0,NaN,0.022342571,NaN,-0.108575963,1.632343767,NaN,0,0.015374467,0.038087402,0.009464392,0.515058398,0.475477189,0,0,NaN,NaN,NaN,2000,0.094,184,0.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.61,49.67,NaN,NaN,NaN,22,NaN,NaN,2152.905,NaN,2286.224094,2284.833555,1.065,33.763,underway sample,NaN
LMG18-01,1/11/2018 19:38,11,130,400,140,400,140,NSh,N,Sh,-65.62545,-68.89539,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.168537414,0.047698182,5,0.038723764,0.053569487,0.119400818,0.073458684,NaN,0.118658352,0.306197484,0,0,0.058656036,0,0.200049728,0,0.032699761,0.077806628,0,0,NaN,0,NaN,-0.039489031,0.636216913,NaN,0,0,0.014473254,0,0.015495257,0.984504759,0,0,NaN,NaN,NaN,2400,0.115,222,0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.63,44.14,NaN,NaN,NaN,27.28,NaN,NaN,2151.4871,2151.6035,2287.762563,2284.734935,0.961,33.729,underway sample,NaN
LMG18-01,1/11/2018 20:37,11,132,400,160,400,160,NSh,N,Sh,-65.52836,-69.12437,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.215873259,0.068657082,5,0.051478927,0.063766249,0.130284161,0.050750572,NaN,0.108942401,0.340470067,0,0,0.134260866,0,0.209348862,0,0.025147641,0.083031953,0,0,NaN,0.023582644,NaN,-0.046061251,0.600433894,NaN,0,0,0.020032892,0.022867499,0,0.923328042,0,0.053804517,NaN,NaN,NaN,2400,0.12,249,0.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.59,37.9,NaN,NaN,NaN,23.68,NaN,NaN,2154.137,NaN,2277.129408,2278.132696,1.037,33.72,underway sample,NaN
LMG18-01,1/11/2018 21:26,11,134,400,180,400,180,NSl,N,Sl,-65.39505,-69.43823,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.212223228,0.059073144,5,0.031067897,0.050333112,0.085892745,0.029944859,NaN,0.066877752,0.220585274,0,0,0.126165762,0,0.160263435,0,0.010476135,0.037893146,0,0,NaN,0.035652661,NaN,0.006879811,0.391262377,NaN,0,0,0.015344274,0.060972158,0,0.810340285,0,0.128687546,NaN,NaN,NaN,2000,0.192,271,0.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.61,33.75,NaN,NaN,NaN,24.08,NaN,NaN,2149.3542,NaN,2279.99173,2277.729414,1.125,33.73,underway sample,NaN
LMG18-01,1/11/2018 22:48,11,137,400,200,400,200,NSl,N,Sl,-65.23804,-69.79766,24,0,1.348,33.7073,26.9831,92.4328,7.7441,NaN,28.413,0.2572,0.276885885,0.089772089,5,0,0.01015253,0,0,NaN,0.00938232,0.044069203,0.080103659,0,0.032438863,0.043271048,0,0,0,0,0,0,NaN,0,NaN,0,0.212494521,NaN,0,0,0,0.001395068,0,0.28725636,0.581822217,0.129526317,100,8.629735542,0.841813248,2000,0.212,262,0.04,NaN,NaN,NaN,NaN,NaN,NaN,109.81,21.54,1.57,28.43,NaN,NaN,NaN,23.58,NaN,NaN,2149.74475,2149.8901,2289.21198,2286.43496,1.348,33.707,Bubbles while poisoning,NaN
LMG18-01,1/11/2018 22:48,11,137,400,200,400,200,NSl,N,Sl,-65.23804,-69.79766,22,10,1.3507,33.7069,26.9826,92.4711,7.7415,NaN,13.602,0.2659,0.076345288,0.023191189,5,0.015790852,0.039799601,0.046375243,0.017803019,NaN,0.027282251,0.112341664,0,0,0.098311233,0,0.142356723,0,0.009282641,0.013116209,0,0,NaN,0.019231757,NaN,0.007405267,0.245169469,NaN,0,0,0.011676202,0.060954064,0.079144672,0.541040003,0.087165944,0.23169525,50,6.999493202,4.918157457,2000,0.213,256,0.01,NaN,NaN,NaN,NaN,NaN,NaN,113.08,21.06,1.58,29.16,NaN,NaN,NaN,23.63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/11/2018 22:48,11,137,400,200,400,200,NSl,N,Sl,-65.23804,-69.79766,20,25,1.2326,33.7056,26.9895,92.7841,7.7608,NaN,7.5652,0.2734,0.129315382,0.041990999,5,0,0.021160951,0,0.00849988,NaN,0.013880327,0.016503293,0.15292025,0,0,0.089308842,0,0.192772877,0,0,0,0,NaN,0,NaN,0,0.234578241,NaN,0,0,0,0.002551837,0,0.467630774,0.529817402,0,25,2.253752341,1.267389766,2000,0.223,245,0.01,NaN,NaN,NaN,NaN,NaN,NaN,111.8,20.1,1.59,29.2,NaN,NaN,NaN,23.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/11/2018 22:48,11,137,400,200,400,200,NSl,N,Sl,-65.23804,-69.79766,18,50,-0.9476,33.9337,27.2872,93.6163,7.0838,NaN,1.1862,0.8691,0.183540455,0.084124457,5,0.088351222,0.051107924,0.139781359,0.022789107,NaN,0.07747863,0.443798218,0,0,0.134273197,0,0.075076742,0,0.020977615,0.013407469,0,0,NaN,0.04317893,NaN,-0.05541413,0.63094872,NaN,0,0,0.012499873,0.046404924,0.061823644,0.631755531,0.189202935,0.070812993,1,0.950678301,0.330226667,1600,0.238,388,0.02,NaN,NaN,NaN,NaN,NaN,NaN,100.4,18.4,1.85,34.63,NaN,NaN,NaN,27.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/11/2018 22:48,11,137,400,200,400,200,NSl,N,Sl,-65.23804,-69.79766,16,60,-0.8434,34.0138,27.3481,95.2111,6.6756,NaN,0.51343,0.4194,0.243069529,0.203967039,5,0.024362966,0.053185076,0.100153806,0,NaN,0.023794369,0.040526744,0.439294754,0,0.009470324,0.076422085,0,0.018460847,0,0,0,0,NaN,0.16927899,NaN,-0.048620203,0.620042906,NaN,0,0,0,0.295683324,0.086615443,0.312336564,0.305364668,0,0.1,0.337175992,0.051825714,2000,0.437,328,0.05,NaN,NaN,NaN,NaN,NaN,NaN,63.99,11.32,1.98,38.57,NaN,NaN,NaN,31.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/11/2018 22:48,11,137,400,200,400,200,NSl,N,Sl,-65.23804,-69.79766,14,75,-0.3316,34.1279,27.4184,96.9105,6.0718,NaN,0.13311,0.0576,0.038208793,0.037805768,5,0.075259874,0,0,0,NaN,0.022588641,0.015691082,0.267644339,0,0,0.062944168,0,0,0,0,0,0,NaN,0.134495544,NaN,0.1146805,0.421964633,NaN,0,0,0,0.396546781,0,0.38416037,0.219292864,0,NaN,NaN,NaN,2400,0.449,336,0.04,NaN,NaN,NaN,NaN,NaN,NaN,42.73,7.07,2.1,43.2,NaN,NaN,NaN,30.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/11/2018 22:48,11,137,400,200,400,200,NSl,N,Sl,-65.23804,-69.79766,11,100,1.0114,34.3608,27.5308,97.9521,4.7359,NaN,1.00E-12,-0.139,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.9,3.95,2.26,50.36,NaN,NaN,NaN,33.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/11/2018 22:48,11,137,400,200,400,200,NSl,N,Sl,-65.23804,-69.79766,9,200,2.0411,34.6112,27.6569,98.4389,3.8527,NaN,1.00E-12,-0.2034,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.24,57.99,NaN,NaN,NaN,36.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/11/2018 22:48,11,137,400,200,400,200,NSl,N,Sl,-65.23804,-69.79766,7,750,1.5658,34.7302,27.7888,98.6446,4.1707,NaN,1.00E-12,-0.2028,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.15,71.11,NaN,NaN,NaN,30.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/11/2018 22:48,11,137,400,200,400,200,NSl,N,Sl,-65.23804,-69.79766,5,1000,1.2858,34.7277,27.807,98.6494,4.2839,NaN,1.00E-12,-0.2028,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2,76.39,NaN,NaN,NaN,30.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
